participant,gender,group,condition,feature,item,outcome,involvement_z
am1,male,american english,before,rhoticity,vampire,1,-0.2577653329739516
am1,male,american english,before,rhoticity,warm,1,-0.2577653329739516
am1,male,american english,before,rhoticity,birthday,1,-0.2577653329739516
am1,male,american english,before,rhoticity,cheer,1,-0.2577653329739516
am1,male,american english,before,rhoticity,finger,1,-0.2577653329739516
am1,male,american english,before,rhoticity,wears,1,-0.2577653329739516
am1,male,american english,before,rhoticity,river,0,-0.2577653329739516
am1,male,american english,before,rhoticity,driver,0,-0.2577653329739516
am1,male,american english,before,rhoticity,earn,1,-0.2577653329739516
am1,male,american english,before,rhoticity,working,1,-0.2577653329739516
am1,male,american english,before,rhoticity,hard,0,-0.2577653329739516
am1,male,american english,before,rhoticity,person,1,-0.2577653329739516
am1,male,american english,before,rhoticity,turns,1,-0.2577653329739516
am1,male,american english,before,rhoticity,information,0,-0.2577653329739516
am1,male,american english,before,rhoticity,rewarded,0,-0.2577653329739516
am1,male,american english,before,rhoticity,others,0,-0.2577653329739516
am1,male,american english,before,rhoticity,weird,1,-0.2577653329739516
am1,male,american english,before,rhoticity,shirt,1,-0.2577653329739516
am1,male,american english,before,rhoticity,girlfriends,1,-0.2577653329739516
am1,male,american english,before,rhoticity,research,1,-0.2577653329739516
am1,male,american english,before,rhoticity,Antarctica,1,-0.2577653329739516
am1,male,american english,before,rhoticity,flirting,1,-0.2577653329739516
am1,male,american english,before,rhoticity,bar,1,-0.2577653329739516
am1,male,american english,before,rhoticity,card,1,-0.2577653329739516
am1,male,american english,before,rhoticity,leather jacket,1,-0.2577653329739516
am1,male,american english,before,rhoticity,opportunity,1,-0.2577653329739516
am1,male,american english,before,rhoticity,learn,1,-0.2577653329739516
am1,male,american english,before,rhoticity,share,0,-0.2577653329739516
am1,male,american english,before,rhoticity,winter,1,-0.2577653329739516
am1,male,american english,before,rhoticity,formal,1,-0.2577653329739516
am1,male,american english,before,rhoticity,perfect,1,-0.2577653329739516
am1,male,american english,before,rhoticity,chocolate-covered,0,-0.2577653329739516
am1,male,american english,before,rhoticity,uniform,1,-0.2577653329739516
am1,male,american english,before,rhoticity,first day,1,-0.2577653329739516
am1,male,american english,before,rhoticity,polar bear,1,-0.2577653329739516
am1,male,american english,before,rhoticity,liar,1,-0.2577653329739516
am1,male,american english,before,rhoticity,heart attack,1,-0.2577653329739516
am1,male,american english,before,rhoticity,sleep over,0,-0.2577653329739516
am1,male,american english,before,rhoticity,nurse,0,-0.2577653329739516
am1,male,american english,before,rhoticity,weird,1,-0.2577653329739516
am1,male,american english,before,rhoticity,car,0,-0.2577653329739516
am1,male,american english,before,rhoticity,murdered,1,-0.2577653329739516
am1,male,american english,before,rhoticity,murder,1,-0.2577653329739516
am1,male,american english,before,rhoticity,girlfriends,1,-0.2577653329739516
am1,male,american english,before,rhoticity,perfect,1,-0.2577653329739516
am1,male,american english,before,rhoticity,understand,0,-0.2577653329739516
am1,male,american english,before,rhoticity,daughter,0,-0.2577653329739516
am1,male,american english,before,rhoticity,never ever,0,-0.2577653329739516
am1,male,american english,before,rhoticity,social services,0,-0.2577653329739516
am1,male,american english,before,rhoticity,hurt,1,-0.2577653329739516
am1,male,american english,before,rhoticity,learn,1,-0.2577653329739516
am1,male,american english,before,rhoticity,superpowers,0,-0.2577653329739516
am1,male,american english,before,rhoticity,worse,1,-0.2577653329739516
am1,male,american english,before,rhoticity,circumstances,0,-0.2577653329739516
am1,male,american english,before,rhoticity,sister,0,-0.2577653329739516
am2,male,american english,before,rhoticity,vampire,1,-1.7547755865839705
am2,male,american english,before,rhoticity,warm,1,-1.7547755865839705
am2,male,american english,before,rhoticity,birthday,1,-1.7547755865839705
am2,male,american english,before,rhoticity,cheer,0,-1.7547755865839705
am2,male,american english,before,rhoticity,finger,1,-1.7547755865839705
am2,male,american english,before,rhoticity,wears,1,-1.7547755865839705
am2,male,american english,before,rhoticity,river,0,-1.7547755865839705
am2,male,american english,before,rhoticity,driver,0,-1.7547755865839705
am2,male,american english,before,rhoticity,earn,1,-1.7547755865839705
am2,male,american english,before,rhoticity,working,1,-1.7547755865839705
am2,male,american english,before,rhoticity,hard,1,-1.7547755865839705
am2,male,american english,before,rhoticity,person,1,-1.7547755865839705
am2,male,american english,before,rhoticity,turns,1,-1.7547755865839705
am2,male,american english,before,rhoticity,information,1,-1.7547755865839705
am2,male,american english,before,rhoticity,rewarded,0,-1.7547755865839705
am2,male,american english,before,rhoticity,others,1,-1.7547755865839705
am2,male,american english,before,rhoticity,weird,1,-1.7547755865839705
am2,male,american english,before,rhoticity,shirt,1,-1.7547755865839705
am2,male,american english,before,rhoticity,girlfriends,1,-1.7547755865839705
am2,male,american english,before,rhoticity,research,1,-1.7547755865839705
am2,male,american english,before,rhoticity,Antarctica,1,-1.7547755865839705
am2,male,american english,before,rhoticity,flirting,1,-1.7547755865839705
am2,male,american english,before,rhoticity,bar,1,-1.7547755865839705
am2,male,american english,before,rhoticity,card,1,-1.7547755865839705
am2,male,american english,before,rhoticity,leather jacket,0,-1.7547755865839705
am2,male,american english,before,rhoticity,opportunity,1,-1.7547755865839705
am2,male,american english,before,rhoticity,learn,1,-1.7547755865839705
am2,male,american english,before,rhoticity,share,1,-1.7547755865839705
am2,male,american english,before,rhoticity,winter,0,-1.7547755865839705
am2,male,american english,before,rhoticity,formal,1,-1.7547755865839705
am2,male,american english,before,rhoticity,perfect,1,-1.7547755865839705
am2,male,american english,before,rhoticity,chocolate-covered,1,-1.7547755865839705
am2,male,american english,before,rhoticity,uniform,0,-1.7547755865839705
am2,male,american english,before,rhoticity,first day,1,-1.7547755865839705
am2,male,american english,before,rhoticity,polar bear,1,-1.7547755865839705
am2,male,american english,before,rhoticity,liar,1,-1.7547755865839705
am2,male,american english,before,rhoticity,heart attack,1,-1.7547755865839705
am2,male,american english,before,rhoticity,sleep over,0,-1.7547755865839705
am2,male,american english,before,rhoticity,nurse,1,-1.7547755865839705
am2,male,american english,before,rhoticity,weird,1,-1.7547755865839705
am2,male,american english,before,rhoticity,car,1,-1.7547755865839705
am2,male,american english,before,rhoticity,murdered,1,-1.7547755865839705
am2,male,american english,before,rhoticity,murder,1,-1.7547755865839705
am2,male,american english,before,rhoticity,girlfriends,1,-1.7547755865839705
am2,male,american english,before,rhoticity,perfect,1,-1.7547755865839705
am2,male,american english,before,rhoticity,understand,0,-1.7547755865839705
am2,male,american english,before,rhoticity,daughter,0,-1.7547755865839705
am2,male,american english,before,rhoticity,never ever,0,-1.7547755865839705
am2,male,american english,before,rhoticity,social services,1,-1.7547755865839705
am2,male,american english,before,rhoticity,hurt,1,-1.7547755865839705
am2,male,american english,before,rhoticity,learn,1,-1.7547755865839705
am2,male,american english,before,rhoticity,superpowers,0,-1.7547755865839705
am2,male,american english,before,rhoticity,worse,0,-1.7547755865839705
am2,male,american english,before,rhoticity,circumstances,1,-1.7547755865839705
am2,male,american english,before,rhoticity,sister,1,-1.7547755865839705
am3,male,american english,before,rhoticity,vampire,1,-0.2577653329739516
am3,male,american english,before,rhoticity,warm,0,-0.2577653329739516
am3,male,american english,before,rhoticity,birthday,0,-0.2577653329739516
am3,male,american english,before,rhoticity,cheer,1,-0.2577653329739516
am3,male,american english,before,rhoticity,finger,0,-0.2577653329739516
am3,male,american english,before,rhoticity,wears,1,-0.2577653329739516
am3,male,american english,before,rhoticity,river,1,-0.2577653329739516
am3,male,american english,before,rhoticity,driver,0,-0.2577653329739516
am3,male,american english,before,rhoticity,earn,1,-0.2577653329739516
am3,male,american english,before,rhoticity,working,1,-0.2577653329739516
am3,male,american english,before,rhoticity,hard,1,-0.2577653329739516
am3,male,american english,before,rhoticity,person,1,-0.2577653329739516
am3,male,american english,before,rhoticity,turns,1,-0.2577653329739516
am3,male,american english,before,rhoticity,information,0,-0.2577653329739516
am3,male,american english,before,rhoticity,rewarded,0,-0.2577653329739516
am3,male,american english,before,rhoticity,others,0,-0.2577653329739516
am3,male,american english,before,rhoticity,weird,0,-0.2577653329739516
am3,male,american english,before,rhoticity,shirt,1,-0.2577653329739516
am3,male,american english,before,rhoticity,girlfriends,0,-0.2577653329739516
am3,male,american english,before,rhoticity,research,0,-0.2577653329739516
am3,male,american english,before,rhoticity,Antarctica,1,-0.2577653329739516
am3,male,american english,before,rhoticity,flirting,0,-0.2577653329739516
am3,male,american english,before,rhoticity,bar,1,-0.2577653329739516
am3,male,american english,before,rhoticity,card,1,-0.2577653329739516
am3,male,american english,before,rhoticity,leather jacket,0,-0.2577653329739516
am3,male,american english,before,rhoticity,opportunity,0,-0.2577653329739516
am3,male,american english,before,rhoticity,learn,0,-0.2577653329739516
am3,male,american english,before,rhoticity,share,0,-0.2577653329739516
am3,male,american english,before,rhoticity,winter,0,-0.2577653329739516
am3,male,american english,before,rhoticity,formal,1,-0.2577653329739516
am3,male,american english,before,rhoticity,perfect,0,-0.2577653329739516
am3,male,american english,before,rhoticity,chocolate-covered,1,-0.2577653329739516
am3,male,american english,before,rhoticity,uniform,0,-0.2577653329739516
am3,male,american english,before,rhoticity,first day,0,-0.2577653329739516
am3,male,american english,before,rhoticity,polar bear,1,-0.2577653329739516
am3,male,american english,before,rhoticity,liar,1,-0.2577653329739516
am3,male,american english,before,rhoticity,heart attack,0,-0.2577653329739516
am3,male,american english,before,rhoticity,sleep over,1,-0.2577653329739516
am3,male,american english,before,rhoticity,nurse,1,-0.2577653329739516
am3,male,american english,before,rhoticity,weird,0,-0.2577653329739516
am3,male,american english,before,rhoticity,car,1,-0.2577653329739516
am3,male,american english,before,rhoticity,murdered,1,-0.2577653329739516
am3,male,american english,before,rhoticity,murder,1,-0.2577653329739516
am3,male,american english,before,rhoticity,girlfriends,0,-0.2577653329739516
am3,male,american english,before,rhoticity,perfect,0,-0.2577653329739516
am3,male,american english,before,rhoticity,understand,0,-0.2577653329739516
am3,male,american english,before,rhoticity,daughter,1,-0.2577653329739516
am3,male,american english,before,rhoticity,never ever,1,-0.2577653329739516
am3,male,american english,before,rhoticity,social services,0,-0.2577653329739516
am3,male,american english,before,rhoticity,hurt,0,-0.2577653329739516
am3,male,american english,before,rhoticity,learn,0,-0.2577653329739516
am3,male,american english,before,rhoticity,superpowers,1,-0.2577653329739516
am3,male,american english,before,rhoticity,worse,1,-0.2577653329739516
am3,male,american english,before,rhoticity,circumstances,1,-0.2577653329739516
am3,male,american english,before,rhoticity,sister,1,-0.2577653329739516
aw1,female,american english,before,rhoticity,vampire,0,-0.2577653329739516
aw1,female,american english,before,rhoticity,warm,1,-0.2577653329739516
aw1,female,american english,before,rhoticity,birthday,0,-0.2577653329739516
aw1,female,american english,before,rhoticity,cheer,0,-0.2577653329739516
aw1,female,american english,before,rhoticity,finger,0,-0.2577653329739516
aw1,female,american english,before,rhoticity,wears,0,-0.2577653329739516
aw1,female,american english,before,rhoticity,river,1,-0.2577653329739516
aw1,female,american english,before,rhoticity,driver,0,-0.2577653329739516
aw1,female,american english,before,rhoticity,earn,1,-0.2577653329739516
aw1,female,american english,before,rhoticity,working,0,-0.2577653329739516
aw1,female,american english,before,rhoticity,hard,0,-0.2577653329739516
aw1,female,american english,before,rhoticity,person,0,-0.2577653329739516
aw1,female,american english,before,rhoticity,turns,0,-0.2577653329739516
aw1,female,american english,before,rhoticity,information,0,-0.2577653329739516
aw1,female,american english,before,rhoticity,rewarded,0,-0.2577653329739516
aw1,female,american english,before,rhoticity,others,0,-0.2577653329739516
aw1,female,american english,before,rhoticity,weird,0,-0.2577653329739516
aw1,female,american english,before,rhoticity,shirt,0,-0.2577653329739516
aw1,female,american english,before,rhoticity,girlfriends,0,-0.2577653329739516
aw1,female,american english,before,rhoticity,research,0,-0.2577653329739516
aw1,female,american english,before,rhoticity,Antarctica,1,-0.2577653329739516
aw1,female,american english,before,rhoticity,flirting,0,-0.2577653329739516
aw1,female,american english,before,rhoticity,bar,1,-0.2577653329739516
aw1,female,american english,before,rhoticity,card,1,-0.2577653329739516
aw1,female,american english,before,rhoticity,leather jacket,0,-0.2577653329739516
aw1,female,american english,before,rhoticity,opportunity,0,-0.2577653329739516
aw1,female,american english,before,rhoticity,learn,0,-0.2577653329739516
aw1,female,american english,before,rhoticity,share,0,-0.2577653329739516
aw1,female,american english,before,rhoticity,winter,0,-0.2577653329739516
aw1,female,american english,before,rhoticity,formal,1,-0.2577653329739516
aw1,female,american english,before,rhoticity,perfect,1,-0.2577653329739516
aw1,female,american english,before,rhoticity,chocolate-covered,1,-0.2577653329739516
aw1,female,american english,before,rhoticity,uniform,1,-0.2577653329739516
aw1,female,american english,before,rhoticity,first day,0,-0.2577653329739516
aw1,female,american english,before,rhoticity,polar bear,0,-0.2577653329739516
aw1,female,american english,before,rhoticity,liar,1,-0.2577653329739516
aw1,female,american english,before,rhoticity,heart attack,0,-0.2577653329739516
aw1,female,american english,before,rhoticity,sleep over,1,-0.2577653329739516
aw1,female,american english,before,rhoticity,nurse,0,-0.2577653329739516
aw1,female,american english,before,rhoticity,weird,0,-0.2577653329739516
aw1,female,american english,before,rhoticity,car,0,-0.2577653329739516
aw1,female,american english,before,rhoticity,murdered,0,-0.2577653329739516
aw1,female,american english,before,rhoticity,murder,0,-0.2577653329739516
aw1,female,american english,before,rhoticity,girlfriends,0,-0.2577653329739516
aw1,female,american english,before,rhoticity,perfect,1,-0.2577653329739516
aw1,female,american english,before,rhoticity,understand,0,-0.2577653329739516
aw1,female,american english,before,rhoticity,daughter,1,-0.2577653329739516
aw1,female,american english,before,rhoticity,never ever,1,-0.2577653329739516
aw1,female,american english,before,rhoticity,social services,0,-0.2577653329739516
aw1,female,american english,before,rhoticity,hurt,0,-0.2577653329739516
aw1,female,american english,before,rhoticity,learn,0,-0.2577653329739516
aw1,female,american english,before,rhoticity,superpowers,1,-0.2577653329739516
aw1,female,american english,before,rhoticity,worse,1,-0.2577653329739516
aw1,female,american english,before,rhoticity,circumstances,0,-0.2577653329739516
aw1,female,american english,before,rhoticity,sister,0,-0.2577653329739516
aw2,female,american english,before,rhoticity,vampire,1,-1.0062704597789611
aw2,female,american english,before,rhoticity,warm,0,-1.0062704597789611
aw2,female,american english,before,rhoticity,birthday,0,-1.0062704597789611
aw2,female,american english,before,rhoticity,cheer,1,-1.0062704597789611
aw2,female,american english,before,rhoticity,finger,1,-1.0062704597789611
aw2,female,american english,before,rhoticity,wears,0,-1.0062704597789611
aw2,female,american english,before,rhoticity,river,0,-1.0062704597789611
aw2,female,american english,before,rhoticity,driver,0,-1.0062704597789611
aw2,female,american english,before,rhoticity,earn,1,-1.0062704597789611
aw2,female,american english,before,rhoticity,working,0,-1.0062704597789611
aw2,female,american english,before,rhoticity,hard,0,-1.0062704597789611
aw2,female,american english,before,rhoticity,person,0,-1.0062704597789611
aw2,female,american english,before,rhoticity,turns,0,-1.0062704597789611
aw2,female,american english,before,rhoticity,information,0,-1.0062704597789611
aw2,female,american english,before,rhoticity,rewarded,0,-1.0062704597789611
aw2,female,american english,before,rhoticity,others,1,-1.0062704597789611
aw2,female,american english,before,rhoticity,weird,0,-1.0062704597789611
aw2,female,american english,before,rhoticity,shirt,1,-1.0062704597789611
aw2,female,american english,before,rhoticity,girlfriends,0,-1.0062704597789611
aw2,female,american english,before,rhoticity,research,0,-1.0062704597789611
aw2,female,american english,before,rhoticity,Antarctica,1,-1.0062704597789611
aw2,female,american english,before,rhoticity,flirting,1,-1.0062704597789611
aw2,female,american english,before,rhoticity,bar,1,-1.0062704597789611
aw2,female,american english,before,rhoticity,card,1,-1.0062704597789611
aw2,female,american english,before,rhoticity,leather jacket,0,-1.0062704597789611
aw2,female,american english,before,rhoticity,opportunity,0,-1.0062704597789611
aw2,female,american english,before,rhoticity,learn,1,-1.0062704597789611
aw2,female,american english,before,rhoticity,share,1,-1.0062704597789611
aw2,female,american english,before,rhoticity,winter,0,-1.0062704597789611
aw2,female,american english,before,rhoticity,formal,0,-1.0062704597789611
aw2,female,american english,before,rhoticity,perfect,1,-1.0062704597789611
aw2,female,american english,before,rhoticity,chocolate-covered,0,-1.0062704597789611
aw2,female,american english,before,rhoticity,uniform,0,-1.0062704597789611
aw2,female,american english,before,rhoticity,first day,0,-1.0062704597789611
aw2,female,american english,before,rhoticity,polar bear,0,-1.0062704597789611
aw2,female,american english,before,rhoticity,liar,1,-1.0062704597789611
aw2,female,american english,before,rhoticity,heart attack,1,-1.0062704597789611
aw2,female,american english,before,rhoticity,sleep over,0,-1.0062704597789611
aw2,female,american english,before,rhoticity,nurse,0,-1.0062704597789611
aw2,female,american english,before,rhoticity,weird,0,-1.0062704597789611
aw2,female,american english,before,rhoticity,car,1,-1.0062704597789611
aw2,female,american english,before,rhoticity,murdered,1,-1.0062704597789611
aw2,female,american english,before,rhoticity,murder,1,-1.0062704597789611
aw2,female,american english,before,rhoticity,girlfriends,0,-1.0062704597789611
aw2,female,american english,before,rhoticity,perfect,1,-1.0062704597789611
aw2,female,american english,before,rhoticity,understand,1,-1.0062704597789611
aw2,female,american english,before,rhoticity,daughter,0,-1.0062704597789611
aw2,female,american english,before,rhoticity,never ever,0,-1.0062704597789611
aw2,female,american english,before,rhoticity,social services,1,-1.0062704597789611
aw2,female,american english,before,rhoticity,hurt,1,-1.0062704597789611
aw2,female,american english,before,rhoticity,learn,1,-1.0062704597789611
aw2,female,american english,before,rhoticity,superpowers,0,-1.0062704597789611
aw2,female,american english,before,rhoticity,worse,0,-1.0062704597789611
aw2,female,american english,before,rhoticity,circumstances,1,-1.0062704597789611
aw2,female,american english,before,rhoticity,sister,1,-1.0062704597789611
aw3,female,american english,before,rhoticity,vampire,1,0.24123808489605467
aw3,female,american english,before,rhoticity,warm,0,0.24123808489605467
aw3,female,american english,before,rhoticity,birthday,0,0.24123808489605467
aw3,female,american english,before,rhoticity,cheer,1,0.24123808489605467
aw3,female,american english,before,rhoticity,finger,1,0.24123808489605467
aw3,female,american english,before,rhoticity,wears,0,0.24123808489605467
aw3,female,american english,before,rhoticity,river,1,0.24123808489605467
aw3,female,american english,before,rhoticity,driver,0,0.24123808489605467
aw3,female,american english,before,rhoticity,earn,0,0.24123808489605467
aw3,female,american english,before,rhoticity,working,1,0.24123808489605467
aw3,female,american english,before,rhoticity,hard,1,0.24123808489605467
aw3,female,american english,before,rhoticity,person,0,0.24123808489605467
aw3,female,american english,before,rhoticity,turns,0,0.24123808489605467
aw3,female,american english,before,rhoticity,information,0,0.24123808489605467
aw3,female,american english,before,rhoticity,rewarded,1,0.24123808489605467
aw3,female,american english,before,rhoticity,others,0,0.24123808489605467
aw3,female,american english,before,rhoticity,weird,0,0.24123808489605467
aw3,female,american english,before,rhoticity,shirt,1,0.24123808489605467
aw3,female,american english,before,rhoticity,girlfriends,0,0.24123808489605467
aw3,female,american english,before,rhoticity,research,0,0.24123808489605467
aw3,female,american english,before,rhoticity,Antarctica,1,0.24123808489605467
aw3,female,american english,before,rhoticity,flirting,0,0.24123808489605467
aw3,female,american english,before,rhoticity,bar,1,0.24123808489605467
aw3,female,american english,before,rhoticity,card,0,0.24123808489605467
aw3,female,american english,before,rhoticity,leather jacket,0,0.24123808489605467
aw3,female,american english,before,rhoticity,opportunity,0,0.24123808489605467
aw3,female,american english,before,rhoticity,learn,0,0.24123808489605467
aw3,female,american english,before,rhoticity,share,0,0.24123808489605467
aw3,female,american english,before,rhoticity,winter,0,0.24123808489605467
aw3,female,american english,before,rhoticity,formal,0,0.24123808489605467
aw3,female,american english,before,rhoticity,perfect,1,0.24123808489605467
aw3,female,american english,before,rhoticity,chocolate-covered,1,0.24123808489605467
aw3,female,american english,before,rhoticity,uniform,1,0.24123808489605467
aw3,female,american english,before,rhoticity,first day,0,0.24123808489605467
aw3,female,american english,before,rhoticity,polar bear,1,0.24123808489605467
aw3,female,american english,before,rhoticity,liar,1,0.24123808489605467
aw3,female,american english,before,rhoticity,heart attack,0,0.24123808489605467
aw3,female,american english,before,rhoticity,sleep over,1,0.24123808489605467
aw3,female,american english,before,rhoticity,nurse,1,0.24123808489605467
aw3,female,american english,before,rhoticity,weird,0,0.24123808489605467
aw3,female,american english,before,rhoticity,car,0,0.24123808489605467
aw3,female,american english,before,rhoticity,murdered,1,0.24123808489605467
aw3,female,american english,before,rhoticity,murder,1,0.24123808489605467
aw3,female,american english,before,rhoticity,girlfriends,0,0.24123808489605467
aw3,female,american english,before,rhoticity,perfect,1,0.24123808489605467
aw3,female,american english,before,rhoticity,understand,0,0.24123808489605467
aw3,female,american english,before,rhoticity,daughter,0,0.24123808489605467
aw3,female,american english,before,rhoticity,never ever,0,0.24123808489605467
aw3,female,american english,before,rhoticity,social services,0,0.24123808489605467
aw3,female,american english,before,rhoticity,hurt,1,0.24123808489605467
aw3,female,american english,before,rhoticity,learn,0,0.24123808489605467
aw3,female,american english,before,rhoticity,superpowers,1,0.24123808489605467
aw3,female,american english,before,rhoticity,worse,1,0.24123808489605467
aw3,female,american english,before,rhoticity,circumstances,1,0.24123808489605467
aw3,female,american english,before,rhoticity,sister,1,0.24123808489605467
aw4,female,american english,before,rhoticity,vampire,0,1.4887466295710703
aw4,female,american english,before,rhoticity,warm,0,1.4887466295710703
aw4,female,american english,before,rhoticity,birthday,0,1.4887466295710703
aw4,female,american english,before,rhoticity,cheer,0,1.4887466295710703
aw4,female,american english,before,rhoticity,finger,0,1.4887466295710703
aw4,female,american english,before,rhoticity,wears,0,1.4887466295710703
aw4,female,american english,before,rhoticity,river,0,1.4887466295710703
aw4,female,american english,before,rhoticity,driver,0,1.4887466295710703
aw4,female,american english,before,rhoticity,earn,0,1.4887466295710703
aw4,female,american english,before,rhoticity,working,0,1.4887466295710703
aw4,female,american english,before,rhoticity,hard,0,1.4887466295710703
aw4,female,american english,before,rhoticity,person,1,1.4887466295710703
aw4,female,american english,before,rhoticity,turns,0,1.4887466295710703
aw4,female,american english,before,rhoticity,information,0,1.4887466295710703
aw4,female,american english,before,rhoticity,rewarded,0,1.4887466295710703
aw4,female,american english,before,rhoticity,others,0,1.4887466295710703
aw4,female,american english,before,rhoticity,weird,1,1.4887466295710703
aw4,female,american english,before,rhoticity,shirt,0,1.4887466295710703
aw4,female,american english,before,rhoticity,girlfriends,0,1.4887466295710703
aw4,female,american english,before,rhoticity,research,0,1.4887466295710703
aw4,female,american english,before,rhoticity,Antarctica,1,1.4887466295710703
aw4,female,american english,before,rhoticity,flirting,1,1.4887466295710703
aw4,female,american english,before,rhoticity,bar,1,1.4887466295710703
aw4,female,american english,before,rhoticity,card,0,1.4887466295710703
aw4,female,american english,before,rhoticity,leather jacket,0,1.4887466295710703
aw4,female,american english,before,rhoticity,opportunity,0,1.4887466295710703
aw4,female,american english,before,rhoticity,learn,1,1.4887466295710703
aw4,female,american english,before,rhoticity,share,0,1.4887466295710703
aw4,female,american english,before,rhoticity,winter,0,1.4887466295710703
aw4,female,american english,before,rhoticity,formal,0,1.4887466295710703
aw4,female,american english,before,rhoticity,perfect,1,1.4887466295710703
aw4,female,american english,before,rhoticity,chocolate-covered,0,1.4887466295710703
aw4,female,american english,before,rhoticity,uniform,1,1.4887466295710703
aw4,female,american english,before,rhoticity,first day,0,1.4887466295710703
aw4,female,american english,before,rhoticity,polar bear,1,1.4887466295710703
aw4,female,american english,before,rhoticity,liar,1,1.4887466295710703
aw4,female,american english,before,rhoticity,heart attack,1,1.4887466295710703
aw4,female,american english,before,rhoticity,sleep over,1,1.4887466295710703
aw4,female,american english,before,rhoticity,nurse,1,1.4887466295710703
aw4,female,american english,before,rhoticity,weird,1,1.4887466295710703
aw4,female,american english,before,rhoticity,car,1,1.4887466295710703
aw4,female,american english,before,rhoticity,murdered,1,1.4887466295710703
aw4,female,american english,before,rhoticity,murder,1,1.4887466295710703
aw4,female,american english,before,rhoticity,girlfriends,0,1.4887466295710703
aw4,female,american english,before,rhoticity,perfect,1,1.4887466295710703
aw4,female,american english,before,rhoticity,understand,0,1.4887466295710703
aw4,female,american english,before,rhoticity,daughter,0,1.4887466295710703
aw4,female,american english,before,rhoticity,never ever,0,1.4887466295710703
aw4,female,american english,before,rhoticity,social services,1,1.4887466295710703
aw4,female,american english,before,rhoticity,hurt,1,1.4887466295710703
aw4,female,american english,before,rhoticity,learn,1,1.4887466295710703
aw4,female,american english,before,rhoticity,superpowers,0,1.4887466295710703
aw4,female,american english,before,rhoticity,worse,1,1.4887466295710703
aw4,female,american english,before,rhoticity,circumstances,0,1.4887466295710703
aw4,female,american english,before,rhoticity,sister,1,1.4887466295710703
aw5,female,american english,before,rhoticity,vampire,1,-0.2577653329739516
aw5,female,american english,before,rhoticity,warm,1,-0.2577653329739516
aw5,female,american english,before,rhoticity,birthday,1,-0.2577653329739516
aw5,female,american english,before,rhoticity,cheer,1,-0.2577653329739516
aw5,female,american english,before,rhoticity,finger,0,-0.2577653329739516
aw5,female,american english,before,rhoticity,wears,1,-0.2577653329739516
aw5,female,american english,before,rhoticity,river,1,-0.2577653329739516
aw5,female,american english,before,rhoticity,earn,1,-0.2577653329739516
aw5,female,american english,before,rhoticity,working,0,-0.2577653329739516
aw5,female,american english,before,rhoticity,hard,1,-0.2577653329739516
aw5,female,american english,before,rhoticity,person,1,-0.2577653329739516
aw5,female,american english,before,rhoticity,turns,1,-0.2577653329739516
aw5,female,american english,before,rhoticity,information,0,-0.2577653329739516
aw5,female,american english,before,rhoticity,rewarded,0,-0.2577653329739516
aw5,female,american english,before,rhoticity,others,1,-0.2577653329739516
aw5,female,american english,before,rhoticity,weird,1,-0.2577653329739516
aw5,female,american english,before,rhoticity,shirt,1,-0.2577653329739516
aw5,female,american english,before,rhoticity,girlfriends,1,-0.2577653329739516
aw5,female,american english,before,rhoticity,research,0,-0.2577653329739516
aw5,female,american english,before,rhoticity,Antarctica,1,-0.2577653329739516
aw5,female,american english,before,rhoticity,flirting,1,-0.2577653329739516
aw5,female,american english,before,rhoticity,bar,1,-0.2577653329739516
aw5,female,american english,before,rhoticity,card,1,-0.2577653329739516
aw5,female,american english,before,rhoticity,leather jacket,0,-0.2577653329739516
aw5,female,american english,before,rhoticity,opportunity,0,-0.2577653329739516
aw5,female,american english,before,rhoticity,learn,1,-0.2577653329739516
aw5,female,american english,before,rhoticity,share,1,-0.2577653329739516
aw5,female,american english,before,rhoticity,winter,0,-0.2577653329739516
aw5,female,american english,before,rhoticity,formal,1,-0.2577653329739516
aw5,female,american english,before,rhoticity,perfect,1,-0.2577653329739516
aw5,female,american english,before,rhoticity,chocolate-covered,0,-0.2577653329739516
aw5,female,american english,before,rhoticity,uniform,1,-0.2577653329739516
aw5,female,american english,before,rhoticity,first day,1,-0.2577653329739516
aw5,female,american english,before,rhoticity,polar bear,1,-0.2577653329739516
aw5,female,american english,before,rhoticity,liar,1,-0.2577653329739516
aw5,female,american english,before,rhoticity,heart attack,1,-0.2577653329739516
aw5,female,american english,before,rhoticity,sleep over,1,-0.2577653329739516
aw5,female,american english,before,rhoticity,nurse,1,-0.2577653329739516
aw5,female,american english,before,rhoticity,weird,1,-0.2577653329739516
aw5,female,american english,before,rhoticity,car,0,-0.2577653329739516
aw5,female,american english,before,rhoticity,murdered,1,-0.2577653329739516
aw5,female,american english,before,rhoticity,murder,1,-0.2577653329739516
aw5,female,american english,before,rhoticity,girlfriends,1,-0.2577653329739516
aw5,female,american english,before,rhoticity,perfect,1,-0.2577653329739516
aw5,female,american english,before,rhoticity,understand,0,-0.2577653329739516
aw5,female,american english,before,rhoticity,daughter,0,-0.2577653329739516
aw5,female,american english,before,rhoticity,never ever,1,-0.2577653329739516
aw5,female,american english,before,rhoticity,social services,1,-0.2577653329739516
aw5,female,american english,before,rhoticity,hurt,1,-0.2577653329739516
aw5,female,american english,before,rhoticity,learn,1,-0.2577653329739516
aw5,female,american english,before,rhoticity,superpowers,1,-0.2577653329739516
